data has 418352 characters, 256 unique.
number of parameters: 3323392
data has 418351 characters, 256 unique.

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 1 iter 0: train loss 5.58289. lr 6.000000e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 1 iter 0: train loss 5.58289. lr 6.000000e-03:   4%|▍         | 1/23 [00:00<00:10,  2.08it/s]
epoch 1 iter 1: train loss 4.71601. lr 5.999999e-03:   4%|▍         | 1/23 [00:00<00:10,  2.08it/s]
epoch 2 iter 5: train loss 3.35098. lr 5.999445e-03:  22%|██▏       | 5/23 [00:02<00:06,  2.99it/s]
epoch 2 iter 5: train loss 3.35098. lr 5.999445e-03:  26%|██▌       | 6/23 [00:02<00:04,  3.85it/s]
epoch 2 iter 6: train loss 3.37306. lr 5.999406e-03:  26%|██▌       | 6/23 [00:02<00:04,  3.85it/s]
epoch 2 iter 6: train loss 3.37306. lr 5.999406e-03:  30%|███       | 7/23 [00:02<00:03,  4.70it/s]
epoch 2 iter 7: train loss 3.37183. lr 5.999364e-03:  30%|███       | 7/23 [00:02<00:03,  4.70it/s]
epoch 2 iter 7: train loss 3.37183. lr 5.999364e-03:  35%|███▍      | 8/23 [00:02<00:02,  5.51it/s]
epoch 2 iter 8: train loss 3.38081. lr 5.999322e-03:  35%|███▍      | 8/23 [00:02<00:02,  5.51it/s]
epoch 2 iter 8: train loss 3.38081. lr 5.999322e-03:  39%|███▉      | 9/23 [00:02<00:02,  6.35it/s]
epoch 2 iter 9: train loss 3.37873. lr 5.999278e-03:  39%|███▉      | 9/23 [00:02<00:02,  6.35it/s]
epoch 2 iter 9: train loss 3.37873. lr 5.999278e-03:  43%|████▎     | 10/23 [00:02<00:01,  7.04it/s]
epoch 2 iter 10: train loss 3.35162. lr 5.999232e-03:  43%|████▎     | 10/23 [00:03<00:01,  7.04it/s]
epoch 2 iter 10: train loss 3.35162. lr 5.999232e-03:  48%|████▊     | 11/23 [00:03<00:01,  7.56it/s]
epoch 2 iter 11: train loss 3.33821. lr 5.999185e-03:  48%|████▊     | 11/23 [00:03<00:01,  7.56it/s]
epoch 2 iter 11: train loss 3.33821. lr 5.999185e-03:  52%|█████▏    | 12/23 [00:03<00:01,  7.98it/s]
epoch 2 iter 12: train loss 3.29374. lr 5.999137e-03:  52%|█████▏    | 12/23 [00:03<00:01,  7.98it/s]
epoch 2 iter 12: train loss 3.29374. lr 5.999137e-03:  57%|█████▋    | 13/23 [00:03<00:01,  8.30it/s]
epoch 2 iter 13: train loss 3.28932. lr 5.999088e-03:  57%|█████▋    | 13/23 [00:03<00:01,  8.30it/s]
epoch 2 iter 13: train loss 3.28932. lr 5.999088e-03:  61%|██████    | 14/23 [00:03<00:01,  8.56it/s]
epoch 2 iter 14: train loss 3.29212. lr 5.999037e-03:  61%|██████    | 14/23 [00:03<00:01,  8.56it/s]
epoch 2 iter 14: train loss 3.29212. lr 5.999037e-03:  65%|██████▌   | 15/23 [00:03<00:00,  8.76it/s]
epoch 2 iter 15: train loss 3.23003. lr 5.998985e-03:  65%|██████▌   | 15/23 [00:03<00:00,  8.76it/s]
epoch 2 iter 15: train loss 3.23003. lr 5.998985e-03:  70%|██████▉   | 16/23 [00:03<00:00,  8.91it/s]
epoch 2 iter 16: train loss 3.23921. lr 5.998931e-03:  70%|██████▉   | 16/23 [00:03<00:00,  8.91it/s]
epoch 2 iter 16: train loss 3.23921. lr 5.998931e-03:  74%|███████▍  | 17/23 [00:03<00:00,  9.01it/s]
epoch 2 iter 17: train loss 3.22084. lr 5.998876e-03:  74%|███████▍  | 17/23 [00:03<00:00,  9.01it/s]
epoch 2 iter 17: train loss 3.22084. lr 5.998876e-03:  78%|███████▊  | 18/23 [00:03<00:00,  8.91it/s]
epoch 2 iter 18: train loss 3.21780. lr 5.998819e-03:  78%|███████▊  | 18/23 [00:03<00:00,  8.91it/s]
epoch 2 iter 18: train loss 3.21780. lr 5.998819e-03:  83%|████████▎ | 19/23 [00:03<00:00,  8.81it/s]
epoch 2 iter 19: train loss 3.21664. lr 5.998761e-03:  83%|████████▎ | 19/23 [00:04<00:00,  8.81it/s]
epoch 2 iter 19: train loss 3.21664. lr 5.998761e-03:  87%|████████▋ | 20/23 [00:04<00:00,  8.90it/s]
epoch 2 iter 20: train loss 3.18479. lr 5.998702e-03:  87%|████████▋ | 20/23 [00:04<00:00,  8.90it/s]
epoch 2 iter 20: train loss 3.18479. lr 5.998702e-03:  91%|█████████▏| 21/23 [00:04<00:00,  8.73it/s]
epoch 2 iter 21: train loss 3.18315. lr 5.998642e-03:  91%|█████████▏| 21/23 [00:04<00:00,  8.73it/s]
epoch 2 iter 21: train loss 3.18315. lr 5.998642e-03:  96%|█████████▌| 22/23 [00:04<00:00,  8.61it/s]
epoch 2 iter 22: train loss 3.18639. lr 5.998583e-03:  96%|█████████▌| 22/23 [00:04<00:00,  8.61it/s]
epoch 2 iter 22: train loss 3.18639. lr 5.998583e-03: 100%|██████████| 23/23 [00:04<00:00,  8.62it/s]
epoch 2 iter 22: train loss 3.18639. lr 5.998583e-03: 100%|██████████| 23/23 [00:04<00:00,  5.21it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 3 iter 0: train loss 3.17656. lr 5.998520e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 3 iter 0: train loss 3.17656. lr 5.998520e-03:   4%|▍         | 1/23 [00:00<00:03,  7.13it/s]
epoch 3 iter 1: train loss 3.19544. lr 5.998455e-03:   4%|▍         | 1/23 [00:00<00:03,  7.13it/s]
epoch 3 iter 1: train loss 3.19544. lr 5.998455e-03:   9%|▊         | 2/23 [00:00<00:02,  8.08it/s]
epoch 3 iter 2: train loss 3.18403. lr 5.998389e-03:   9%|▊         | 2/23 [00:00<00:02,  8.08it/s]
epoch 3 iter 2: train loss 3.18403. lr 5.998389e-03:  13%|█▎        | 3/23 [00:00<00:02,  8.49it/s]
epoch 3 iter 3: train loss 3.20585. lr 5.998322e-03:  13%|█▎        | 3/23 [00:00<00:02,  8.49it/s]
epoch 3 iter 3: train loss 3.20585. lr 5.998322e-03:  17%|█▋        | 4/23 [00:00<00:02,  8.72it/s]
epoch 3 iter 4: train loss 3.19080. lr 5.998253e-03:  17%|█▋        | 4/23 [00:00<00:02,  8.72it/s]
epoch 3 iter 4: train loss 3.19080. lr 5.998253e-03:  22%|██▏       | 5/23 [00:00<00:02,  8.71it/s]
epoch 3 iter 5: train loss 3.13431. lr 5.998182e-03:  22%|██▏       | 5/23 [00:00<00:02,  8.71it/s]
epoch 3 iter 5: train loss 3.13431. lr 5.998182e-03:  26%|██▌       | 6/23 [00:00<00:01,  8.69it/s]
epoch 3 iter 6: train loss 3.18620. lr 5.998111e-03:  26%|██▌       | 6/23 [00:00<00:01,  8.69it/s]
epoch 3 iter 6: train loss 3.18620. lr 5.998111e-03:  30%|███       | 7/23 [00:00<00:01,  8.68it/s]
epoch 3 iter 7: train loss 3.16616. lr 5.998038e-03:  30%|███       | 7/23 [00:00<00:01,  8.68it/s]
epoch 3 iter 7: train loss 3.16616. lr 5.998038e-03:  35%|███▍      | 8/23 [00:00<00:01,  8.63it/s]
epoch 3 iter 8: train loss 3.16906. lr 5.997964e-03:  35%|███▍      | 8/23 [00:01<00:01,  8.63it/s]
epoch 3 iter 8: train loss 3.16906. lr 5.997964e-03:  39%|███▉      | 9/23 [00:01<00:01,  8.63it/s]
epoch 3 iter 9: train loss 3.15182. lr 5.997888e-03:  39%|███▉      | 9/23 [00:01<00:01,  8.63it/s]
epoch 3 iter 9: train loss 3.15182. lr 5.997888e-03:  43%|████▎     | 10/23 [00:01<00:01,  8.60it/s]
epoch 3 iter 10: train loss 3.13866. lr 5.997811e-03:  43%|████▎     | 10/23 [00:01<00:01,  8.60it/s]
epoch 3 iter 10: train loss 3.13866. lr 5.997811e-03:  48%|████▊     | 11/23 [00:01<00:01,  8.59it/s]
epoch 3 iter 11: train loss 3.14175. lr 5.997732e-03:  48%|████▊     | 11/23 [00:01<00:01,  8.59it/s]
epoch 3 iter 11: train loss 3.14175. lr 5.997732e-03:  52%|█████▏    | 12/23 [00:01<00:01,  8.57it/s]
epoch 3 iter 12: train loss 3.11987. lr 5.997652e-03:  52%|█████▏    | 12/23 [00:01<00:01,  8.57it/s]
epoch 3 iter 12: train loss 3.11987. lr 5.997652e-03:  57%|█████▋    | 13/23 [00:01<00:01,  8.56it/s]
epoch 3 iter 13: train loss 3.09089. lr 5.997571e-03:  57%|█████▋    | 13/23 [00:01<00:01,  8.56it/s]
epoch 3 iter 13: train loss 3.09089. lr 5.997571e-03:  61%|██████    | 14/23 [00:01<00:01,  8.56it/s]
epoch 3 iter 14: train loss 3.10465. lr 5.997488e-03:  61%|██████    | 14/23 [00:01<00:01,  8.56it/s]
epoch 3 iter 14: train loss 3.10465. lr 5.997488e-03:  65%|██████▌   | 15/23 [00:01<00:00,  8.54it/s]
epoch 3 iter 15: train loss 3.07789. lr 5.997404e-03:  65%|██████▌   | 15/23 [00:01<00:00,  8.54it/s]
epoch 3 iter 15: train loss 3.07789. lr 5.997404e-03:  70%|██████▉   | 16/23 [00:01<00:00,  8.69it/s]
epoch 3 iter 16: train loss 3.05598. lr 5.997319e-03:  70%|██████▉   | 16/23 [00:01<00:00,  8.69it/s]
epoch 3 iter 16: train loss 3.05598. lr 5.997319e-03:  74%|███████▍  | 17/23 [00:01<00:00,  8.78it/s]
epoch 3 iter 17: train loss 3.07909. lr 5.997232e-03:  74%|███████▍  | 17/23 [00:02<00:00,  8.78it/s]
epoch 3 iter 17: train loss 3.07909. lr 5.997232e-03:  78%|███████▊  | 18/23 [00:02<00:00,  8.86it/s]
epoch 3 iter 18: train loss 3.06774. lr 5.997144e-03:  78%|███████▊  | 18/23 [00:02<00:00,  8.86it/s]
epoch 3 iter 18: train loss 3.06774. lr 5.997144e-03:  83%|████████▎ | 19/23 [00:02<00:00,  8.74it/s]
epoch 3 iter 19: train loss 3.05302. lr 5.997054e-03:  83%|████████▎ | 19/23 [00:02<00:00,  8.74it/s]
epoch 3 iter 19: train loss 3.05302. lr 5.997054e-03:  87%|████████▋ | 20/23 [00:02<00:00,  8.68it/s]
epoch 3 iter 20: train loss 3.02600. lr 5.996963e-03:  87%|████████▋ | 20/23 [00:02<00:00,  8.68it/s]
epoch 3 iter 20: train loss 3.02600. lr 5.996963e-03:  91%|█████████▏| 21/23 [00:02<00:00,  8.62it/s]
epoch 3 iter 21: train loss 3.01242. lr 5.996871e-03:  91%|█████████▏| 21/23 [00:02<00:00,  8.62it/s]
epoch 3 iter 21: train loss 3.01242. lr 5.996871e-03:  96%|█████████▌| 22/23 [00:02<00:00,  8.60it/s]
epoch 3 iter 22: train loss 3.02889. lr 5.996782e-03:  96%|█████████▌| 22/23 [00:02<00:00,  8.60it/s]
epoch 3 iter 22: train loss 3.02889. lr 5.996782e-03: 100%|██████████| 23/23 [00:02<00:00,  8.66it/s]
epoch 3 iter 22: train loss 3.02889. lr 5.996782e-03: 100%|██████████| 23/23 [00:02<00:00,  8.47it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 4 iter 0: train loss 3.03511. lr 5.996687e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 4 iter 0: train loss 3.03511. lr 5.996687e-03:   4%|▍         | 1/23 [00:00<00:03,  7.17it/s]
epoch 4 iter 1: train loss 3.02477. lr 5.996591e-03:   4%|▍         | 1/23 [00:00<00:03,  7.17it/s]
epoch 4 iter 1: train loss 3.02477. lr 5.996591e-03:   9%|▊         | 2/23 [00:00<00:02,  8.04it/s]
epoch 4 iter 2: train loss 3.00995. lr 5.996493e-03:   9%|▊         | 2/23 [00:00<00:02,  8.04it/s]
epoch 4 iter 2: train loss 3.00995. lr 5.996493e-03:  13%|█▎        | 3/23 [00:00<00:02,  8.22it/s]
epoch 4 iter 3: train loss 3.00797. lr 5.996394e-03:  13%|█▎        | 3/23 [00:00<00:02,  8.22it/s]
epoch 4 iter 3: train loss 3.00797. lr 5.996394e-03:  17%|█▋        | 4/23 [00:00<00:02,  8.28it/s]
epoch 4 iter 4: train loss 2.97914. lr 5.996294e-03:  17%|█▋        | 4/23 [00:00<00:02,  8.28it/s]
epoch 4 iter 4: train loss 2.97914. lr 5.996294e-03:  22%|██▏       | 5/23 [00:00<00:02,  8.35it/s]
epoch 4 iter 5: train loss 2.96046. lr 5.996192e-03:  22%|██▏       | 5/23 [00:00<00:02,  8.35it/s]
epoch 4 iter 5: train loss 2.96046. lr 5.996192e-03:  26%|██▌       | 6/23 [00:00<00:02,  8.40it/s]
epoch 4 iter 6: train loss 2.97287. lr 5.996088e-03:  26%|██▌       | 6/23 [00:00<00:02,  8.40it/s]
epoch 4 iter 6: train loss 2.97287. lr 5.996088e-03:  30%|███       | 7/23 [00:00<00:01,  8.62it/s]
epoch 4 iter 7: train loss 2.96219. lr 5.995984e-03:  30%|███       | 7/23 [00:00<00:01,  8.62it/s]
epoch 4 iter 7: train loss 2.96219. lr 5.995984e-03:  35%|███▍      | 8/23 [00:00<00:01,  8.59it/s]
epoch 4 iter 8: train loss 2.97220. lr 5.995878e-03:  35%|███▍      | 8/23 [00:01<00:01,  8.59it/s]
epoch 4 iter 8: train loss 2.97220. lr 5.995878e-03:  39%|███▉      | 9/23 [00:01<00:01,  8.61it/s]
epoch 4 iter 9: train loss 2.94383. lr 5.995770e-03:  39%|███▉      | 9/23 [00:01<00:01,  8.61it/s]
epoch 4 iter 9: train loss 2.94383. lr 5.995770e-03:  43%|████▎     | 10/23 [00:01<00:01,  8.60it/s]
epoch 4 iter 10: train loss 2.93901. lr 5.995661e-03:  43%|████▎     | 10/23 [00:01<00:01,  8.60it/s]
epoch 4 iter 10: train loss 2.93901. lr 5.995661e-03:  48%|████▊     | 11/23 [00:01<00:01,  8.76it/s]
epoch 4 iter 11: train loss 2.91503. lr 5.995551e-03:  48%|████▊     | 11/23 [00:01<00:01,  8.76it/s]
epoch 4 iter 11: train loss 2.91503. lr 5.995551e-03:  52%|█████▏    | 12/23 [00:01<00:01,  8.92it/s]
epoch 4 iter 12: train loss 2.94253. lr 5.995439e-03:  52%|█████▏    | 12/23 [00:01<00:01,  8.92it/s]
epoch 4 iter 12: train loss 2.94253. lr 5.995439e-03:  57%|█████▋    | 13/23 [00:01<00:01,  9.01it/s]
epoch 4 iter 13: train loss 2.91556. lr 5.995326e-03:  57%|█████▋    | 13/23 [00:01<00:01,  9.01it/s]
epoch 4 iter 13: train loss 2.91556. lr 5.995326e-03:  61%|██████    | 14/23 [00:01<00:00,  9.10it/s]
epoch 4 iter 14: train loss 2.94523. lr 5.995212e-03:  61%|██████    | 14/23 [00:01<00:00,  9.10it/s]
epoch 4 iter 14: train loss 2.94523. lr 5.995212e-03:  65%|██████▌   | 15/23 [00:01<00:00,  8.96it/s]
epoch 4 iter 15: train loss 2.89182. lr 5.995096e-03:  65%|██████▌   | 15/23 [00:01<00:00,  8.96it/s]
epoch 4 iter 15: train loss 2.89182. lr 5.995096e-03:  70%|██████▉   | 16/23 [00:01<00:00,  8.85it/s]
epoch 4 iter 16: train loss 2.90084. lr 5.994979e-03:  70%|██████▉   | 16/23 [00:01<00:00,  8.85it/s]
epoch 4 iter 16: train loss 2.90084. lr 5.994979e-03:  74%|███████▍  | 17/23 [00:01<00:00,  8.76it/s]
epoch 4 iter 17: train loss 2.90117. lr 5.994861e-03:  74%|███████▍  | 17/23 [00:02<00:00,  8.76it/s]
epoch 4 iter 17: train loss 2.90117. lr 5.994861e-03:  78%|███████▊  | 18/23 [00:02<00:00,  8.70it/s]
epoch 4 iter 18: train loss 2.91780. lr 5.994741e-03:  78%|███████▊  | 18/23 [00:02<00:00,  8.70it/s]
epoch 4 iter 18: train loss 2.91780. lr 5.994741e-03:  83%|████████▎ | 19/23 [00:02<00:00,  8.66it/s]
epoch 4 iter 19: train loss 2.88267. lr 5.994620e-03:  83%|████████▎ | 19/23 [00:02<00:00,  8.66it/s]
epoch 4 iter 19: train loss 2.88267. lr 5.994620e-03:  87%|████████▋ | 20/23 [00:02<00:00,  8.65it/s]
epoch 4 iter 20: train loss 2.86983. lr 5.994497e-03:  87%|████████▋ | 20/23 [00:02<00:00,  8.65it/s]
epoch 4 iter 20: train loss 2.86983. lr 5.994497e-03:  91%|█████████▏| 21/23 [00:02<00:00,  8.61it/s]
epoch 4 iter 21: train loss 2.89699. lr 5.994373e-03:  91%|█████████▏| 21/23 [00:02<00:00,  8.61it/s]
epoch 4 iter 21: train loss 2.89699. lr 5.994373e-03:  96%|█████████▌| 22/23 [00:02<00:00,  8.74it/s]
epoch 4 iter 22: train loss 2.89415. lr 5.994254e-03:  96%|█████████▌| 22/23 [00:02<00:00,  8.74it/s]
epoch 4 iter 22: train loss 2.89415. lr 5.994254e-03: 100%|██████████| 23/23 [00:02<00:00,  8.72it/s]
epoch 4 iter 22: train loss 2.89415. lr 5.994254e-03: 100%|██████████| 23/23 [00:02<00:00,  8.50it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 5 iter 0: train loss 2.88174. lr 5.994128e-03:   0%|          | 0/23 [00:01<?, ?it/s]
epoch 5 iter 0: train loss 2.88174. lr 5.994128e-03:   4%|▍         | 1/23 [00:01<00:22,  1.02s/it]
epoch 5 iter 1: train loss 2.90105. lr 5.994000e-03:   4%|▍         | 1/23 [00:01<00:22,  1.02s/it]
epoch 5 iter 1: train loss 2.90105. lr 5.994000e-03:   9%|▊         | 2/23 [00:01<00:10,  2.06it/s]
epoch 5 iter 2: train loss 2.86106. lr 5.993870e-03:   9%|▊         | 2/23 [00:01<00:10,  2.06it/s]
epoch 5 iter 2: train loss 2.86106. lr 5.993870e-03:  13%|█▎        | 3/23 [00:01<00:06,  3.16it/s]
epoch 5 iter 3: train loss 2.86109. lr 5.993739e-03:  13%|█▎        | 3/23 [00:01<00:06,  3.16it/s]
epoch 5 iter 3: train loss 2.86109. lr 5.993739e-03:  17%|█▋        | 4/23 [00:01<00:04,  4.22it/s]
epoch 5 iter 4: train loss 2.86253. lr 5.993607e-03:  17%|█▋        | 4/23 [00:01<00:04,  4.22it/s]
epoch 5 iter 4: train loss 2.86253. lr 5.993607e-03:  22%|██▏       | 5/23 [00:01<00:03,  5.18it/s]
epoch 5 iter 5: train loss 2.86550. lr 5.993473e-03:  22%|██▏       | 5/23 [00:01<00:03,  5.18it/s]
epoch 5 iter 5: train loss 2.86550. lr 5.993473e-03:  26%|██▌       | 6/23 [00:01<00:02,  5.99it/s]
epoch 5 iter 6: train loss 2.87116. lr 5.993338e-03:  26%|██▌       | 6/23 [00:01<00:02,  5.99it/s]
epoch 5 iter 6: train loss 2.87116. lr 5.993338e-03:  30%|███       | 7/23 [00:01<00:02,  6.67it/s]
epoch 5 iter 7: train loss 2.87979. lr 5.993202e-03:  30%|███       | 7/23 [00:01<00:02,  6.67it/s]
epoch 5 iter 7: train loss 2.87979. lr 5.993202e-03:  35%|███▍      | 8/23 [00:01<00:02,  7.20it/s]
epoch 5 iter 8: train loss 2.87161. lr 5.993064e-03:  35%|███▍      | 8/23 [00:01<00:02,  7.20it/s]
epoch 5 iter 8: train loss 2.87161. lr 5.993064e-03:  39%|███▉      | 9/23 [00:01<00:01,  7.54it/s]
epoch 5 iter 9: train loss 2.85752. lr 5.992925e-03:  39%|███▉      | 9/23 [00:02<00:01,  7.54it/s]
epoch 5 iter 9: train loss 2.85752. lr 5.992925e-03:  43%|████▎     | 10/23 [00:02<00:01,  7.87it/s]
epoch 5 iter 10: train loss 2.87945. lr 5.992784e-03:  43%|████▎     | 10/23 [00:02<00:01,  7.87it/s]
epoch 5 iter 10: train loss 2.87945. lr 5.992784e-03:  48%|████▊     | 11/23 [00:02<00:01,  8.23it/s]
epoch 5 iter 11: train loss 2.88012. lr 5.992643e-03:  48%|████▊     | 11/23 [00:02<00:01,  8.23it/s]
epoch 5 iter 11: train loss 2.88012. lr 5.992643e-03:  52%|█████▏    | 12/23 [00:02<00:01,  8.47it/s]
epoch 5 iter 12: train loss 2.90913. lr 5.992499e-03:  52%|█████▏    | 12/23 [00:02<00:01,  8.47it/s]
epoch 5 iter 12: train loss 2.90913. lr 5.992499e-03:  57%|█████▋    | 13/23 [00:02<00:01,  8.79it/s]
epoch 5 iter 13: train loss 2.84428. lr 5.992355e-03:  57%|█████▋    | 13/23 [00:02<00:01,  8.79it/s]
epoch 5 iter 13: train loss 2.84428. lr 5.992355e-03:  61%|██████    | 14/23 [00:02<00:00,  9.03it/s]
